aX,aY,aZ,gX,gY,gZ
-0.97,0.46,0.45,72.27,14.65,125.79
-2.76,4,-0.62,180.3,17.09,-286.44
-4,4,-3.19,270.51,96.5,-615.11
-4,4,-3.75,329.1,-177.25,-1014.89
-4,4,-3.69,342.41,-129.03,-1264.53
-4,4,-3.37,138.92,-164.79,-1118.77
-4,1.73,-1.39,97.6,-242.19,-876.34
-4,-1.15,0.72,39.18,-92.41,-496.7
-3.64,-1.29,0.09,38.15,20.08,-177.86
-1.98,-0.1,0.2,86.73,18.13,-12.21
-1.35,0.05,0.39,23.07,97.53,51.76
-2.7,3.71,0.89,84.96,42.66,-217.65
-4,4,0.48,22.16,54.69,-413.57
-4,4,-0.65,259.09,51.76,-926.33
-4,4,-1.08,205.26,93.69,-1284.36
-4,3.98,-0.93,26.25,103.58,-1135.13
-4,2.33,-1.07,123.84,-31.56,-950.44
-4,0.21,0.56,-8.42,-75.38,-599.91
-3.53,-1.33,0.5,24.72,57.68,-387.15
-2.47,-1.2,0.26,44.31,81.91,-156.07
-1.61,-0.64,0.42,8.79,80.08,-8.12
-3.05,4,-0.93,139.77,133.24,-251.77
-4,4,-1.9,151.12,164.55,-593.63
-4,4,-2.78,489.26,-4.52,-1109.62
-4,4,-2.29,218.2,30.76,-1194.76
-4,2.97,-2.7,141.48,14.95,-1059.94
-4,-0.36,-1.05,-25.76,-171.57,-802.8
-3.79,-1.48,1.06,-12.63,-95.76,-359.44
-2.66,-1.58,0.61,25.57,58.72,-220.76
-1.55,-0.85,0.59,-41.93,73.73,-15.38
-0.89,-0.17,1.04,0.31,92.77,80.26
-3.29,3.77,0.23,59.02,45.1,-217.04
-4,4,0.31,66.96,31.19,-506.71
-4,4,-1.63,136.78,175.9,-1148.01
-4,4,-2,177.73,-17.09,-1522.22
-4,4,-3.03,185.42,27.53,-1223.82
-4,0.22,-0.55,-146.06,-111.08,-998.17
-4,-2.36,1.56,-10.56,-27.1,-307.5
-2.3,-0.68,0.36,66.28,61.65,-68.97
-0.83,0.47,0.44,38.09,47.91,37.48
-0.48,0.04,0.78,-12.27,130,64.58
-3.67,4,-0.23,209.59,139.28,-314.33
-4,4,-0.5,-16.05,24.41,-747.13
-4,4,-2.66,481.38,82.89,-1220.52
-4,4,-1.49,272.58,137.15,-1390.14
-4,2.99,-1.3,-98.27,47.3,-940.25
-4,0.26,-0.43,121.22,-199.22,-738.71
-3.64,-1.26,0.26,40.1,-14.1,-359.13
-2.24,-0.97,0.04,36.38,47.24,-155.58
-1.65,-0.87,0.17,-26.79,44.31,-30.64
-1.16,-0.37,0.61,-43.7,49.32,51.94
-2.79,4,-0.56,146.18,112.98,-220.28
-4,4,-0.22,12.02,-0.49,-663.33
-4,4,0.63,-199.52,-37.35,-1227.17
-4,4,0.16,-9.95,-84.11,-1213.13
-4,2.77,1.03,-96.56,-135.62,-1098.14
-4,0.27,1.52,-285.52,-132.32,-681.52
-3.14,-0.75,1.32,11.66,-49.74,-246.58
-2.1,-0.43,0.72,106.32,-44.62,-147.52
-1.63,-0.68,0.73,4.58,68.66,-35.71
-1.15,-0.51,0.7,17.4,77.03,105.96
-2.61,3.92,-0.76,75.07,53.16,-254.15
-4,4,-1.31,153.56,129.46,-518.49
-4,4,-2.83,387.39,15.2,-957.15
-4,4,-1.11,161.99,-78.67,-1105.83
-4,3.14,-1.03,32.23,104.98,-1047.42
-4,1.75,-0.78,20.51,-53.89,-896.12
-4,-0.66,1.05,-282.71,-131.77,-489.5
-2.8,-0.73,1.5,-56.15,10.38,-210.63
-2.16,-0.59,0.79,91.37,26.79,-126.83
-1.74,-0.74,0.55,24.96,66.1,55.54
-3.05,4,-0.17,21.55,99.06,-266.85
-4,4,-1.84,13.67,86.49,-507.63
-4,4,-2.22,18.43,-137.51,-911.8
-4,4,0.2,150.09,-321.72,-1310.36
-4,3.5,0.54,150.09,-53.53,-1369.93
-4,-0.59,1.33,-308.53,-38.51,-1119.57
-4,-4,3.01,-357.67,41.32,-423.77
-3.57,-2.34,1.42,164.67,-59.69,-39.61
-1.69,-0.48,0.95,45.23,120.73,192.69
-0.4,0.28,0.53,-13.12,123.47,230.9
-3.03,4,0.23,239.69,133.67,-133.36
-4,4,-0.31,177.92,170.04,-446.04
-4,4,-0.97,232.3,173.1,-952.27
-4,4,-0.69,281.98,263.43,-1485.72
-4,4,-0.78,-250.79,237.92,-1154.05
-4,-0.77,0.23,-44.92,-111.45,-936.04
-4,-2.49,1.04,26.86,-2.87,-496.77
-3.07,-2,0.27,60.12,39.37,-104.19
-1.97,-1.12,0.34,66.04,15.87,65.55
-1.39,-0.36,0.6,27.4,5,157.84
-4,4,-2.9,191.77,254.64,-691.89
-4,4,-2.93,236.88,-81.73,-1204.22
-4,4,-1.18,118.84,-52.92,-1284.12
-4,0.09,-0.85,-149.78,-57.74,-1044.62
-4,-1.63,1.59,-182.07,-216.49,-548.58
-4,-1.3,1.08,182.25,-47.79,-242.55
-2.83,-1.54,0.69,-14.59,62.32,-57.13
-1.59,-1.53,0.68,-118.71,89.36,92.22
-1.1,-0.98,0.54,-21.67,69.15,177.61
-1.08,-0.59,0.36,69.34,20.81,257.45
-4,4,-1.6,106.69,36.99,-1308.23
-4,4,-2.53,28.56,-105.65,-1387.7
-4,0.52,-0.68,-128.54,-241.46,-1084.29
-4,-2.18,0.71,60,-272.64,-639.47
-3.73,-1.48,0.48,118.53,-103.7,-186.34
-2.38,-0.99,0.67,92.04,2.93,-44.86
-1.72,-0.69,0.52,-2.2,131.96,74.77
-1.22,-0.63,0.57,-34.79,103.64,163.39
-1.05,-0.33,0.6,2.81,99.91,242.55
-1.28,0.13,0.38,28.93,97.66,321.53
-4,4,-1.85,52.06,-194.82,-1314.58
-4,0.74,-1.24,-260.86,-283.26,-930.91
-4,-2.38,1.65,-50.42,-410.71,-665.1
-3.8,-2.14,1.08,121.83,-136.47,-223.88
-2.55,-1.29,0.81,122.99,5.43,-33.2
-1.89,-0.56,0.56,-5.49,150.57,106.63
-1.47,-0.47,0.16,4.21,108.22,160.52
-1.35,-0.41,0.33,16.66,73.43,249.57
-1.42,-0.13,0.28,7.32,76.23,337.77
-1.66,0.22,0.1,-70.98,78.06,418.7
-4,4,-1.11,248.66,47.91,-1566.22
-4,2.74,-1.47,-487.06,-141.17,-1015.93
-4,-2.11,1.39,16.78,-444.15,-620.24
-3.64,-1.85,1.13,156.92,-134.58,-211.67
-2.48,-1.03,0.34,140.08,37.05,-65.43
-1.43,-0.61,0.67,36.93,97.11,89.78
-1.45,-0.47,0.67,-22.83,164.79,158.08
-1.43,-0.21,0.3,-46.45,148.5,253.78
-1.51,-0.06,0.44,-57.31,82.64,297.24
-1.63,0.53,0.46,-55.85,80.93,386.78
-4,4,-1.45,96.86,-2.14,-1494.45
-4,1.3,-2.26,45.29,-3.85,-1102.66
-4,-2.8,1.44,-235.11,-109.92,-649.84
-4,-2.81,0.98,41.14,6.71,-160.22
-2.69,-0.58,0.32,229.31,51.88,30.58
-1.78,-0.23,0.29,34.3,112.37,148.56
-1.12,-0.18,0.24,-16.85,104.92,208.68
-1.03,-0.21,0.3,20.26,58.23,235.41
-1.28,-0.04,0.45,40.34,-28.02,340.82
-1.47,0.54,0.68,-93.93,-51.27,426.82
-4,4,-1.09,-121.89,111.39,-1312.87
-4,0.88,1.49,-206.18,-292.3,-838.13
-4,-1.55,1.49,143.92,-126.83,-421.02
-3.58,-1.22,0.71,77.7,60.91,-148.99
-2.4,-1.08,0.72,35.89,76.48,51.03
-1.63,-0.46,0.81,12.02,111.63,229.37
-1.24,-0.05,0.47,90.15,50.78,273.68
-1.42,0.2,0.6,143.49,-40.95,357.97
-1.2,1.3,0.5,-20.69,-88.32,436.46
-1.15,1.06,0.57,-31.62,-96.37,409.06
-2.55,4,-1.01,174.8,91.67,-248.41
-4,4,-2.15,-35.22,119.2,-575.2
-4,4,-3.89,355.22,-81.97,-1146.73
-4,4,-1.7,95.89,-147.64,-1413.33
-4,3.53,-1.52,-139.47,-113.59,-1095.34
-4,-1.1,2.38,-402.53,-356.63,-725.1
-4,-1.73,2.24,45.41,-136.84,-215.52
-2.65,-0.7,0.84,115.6,18.92,-26.86
-1.58,-0.12,0.68,59.88,84.35,99.37
-1.07,0.04,0.7,46.14,96.92,174.74
-1.95,4,-1.27,232.67,77.64,-48.89
-4,4,-2.64,388.24,142.52,-256.53
-4,4,-4,347.23,184.81,-922.85
-4,4,-4,466.43,131.16,-1526.67
-4,4,-3.92,229.61,2.62,-1428.96
-4,1.62,-1.77,-321.29,-24.29,-1079.53
-4,-1.9,1.22,-98.02,-225.04,-628.72
-3.33,-1.13,1.09,80.57,-73.24,-106.14
-1.96,-0.42,0.99,19.35,77.15,20.69
-1.25,-0.37,1.06,-23.99,166.63,117.61
-3.24,4,-0.64,120.67,40.65,-245.91
-4,4,-1.58,265.26,24.35,-554.2
-4,4,-1.02,77.27,11.35,-1170.17
-4,4,-1.2,169.37,9.22,-1380.07
-4,3.28,-0.23,-7.32,-91.25,-1165.77
-4,-0.9,0.8,-106.26,-144.29,-968.51
-4,-2.38,0.84,-33.45,-23.93,-572.63
-3.13,-1.79,1.06,44.31,18.98,-60.73
-1.91,-0.89,0.95,99.91,55.18,64.09
-1.39,-0.62,0.59,54.57,116.15,110.47
-2.71,4,0.65,200.62,53.04,-54.63
-4,4,0.79,206.97,126.04,-383.91
-4,4,-0.86,7.14,296.33,-930.42
-4,4,-3.15,238.83,98.21,-1645.69
-4,3.71,-2.29,-9.46,-16.17,-1296.57
-4,-0.58,0.27,119.14,-184.39,-938.35
-4,-2.39,0.32,-8.61,33.75,-634.4
-3.54,-1.96,0.31,23.99,51.03,-73.36
-1.69,-0.62,0.46,79.22,54.75,59.88
-1.21,-0.24,0.41,6.23,117.49,98.94
-3.53,4,-0.36,166.14,32.53,-163.33
-4,4,-1.15,208.5,105.77,-520.51
-4,4,-3.94,267.03,166.38,-1195.31
-4,4,-3.53,99.3,-137.57,-1711.3
-4,4,-3.36,-290.95,-213.32,-1393.31
-4,0.53,0.72,-154.24,-411.13,-584.23
-4,-0.69,1.06,92.9,-114.93,-297.55
-3.02,-0.66,0.51,3.66,10.13,-82.09
-1.78,0.13,0.63,23.8,69.15,50.23
-1.4,-0.03,0.47,6.35,149.84,70.92
-3.43,4,-0.46,246.58,119.87,-205.38
-4,4,-0.79,186.34,58.17,-678.71
-4,4,-2.57,276.73,179.32,-1400.02
-4,4,-2.25,155.64,47.85,-1755.19
-4,3.99,-1.42,-366.21,-111.88,-1223.57
-4,-0.55,1.46,41.63,-362.06,-670.1
-3.74,-0.59,-0.04,90.7,-61.71,-265.08
-1.87,-0.09,0.1,-0.98,-19.35,-46.14
-1.09,-0.16,0.49,8.54,60.67,7.32
-1.02,-0.39,0.37,23.25,38.88,90.52
-3.31,4,-0.44,194.58,21.55,-228.88
-4,4,-1.45,127.93,126.22,-691.65
-4,4,-3.31,417.05,56.52,-1533.63
-4,4,-0.91,214.11,139.28,-1552.25
-4,2.15,-1.41,-427,-97.66,-1092.29
-4,-2.15,2.24,-87.28,-303.47,-537.17
-4,-0.96,0.55,103.64,-66.83,-142.03
-2.02,-0.03,0.03,42.24,15.14,68.66
-1.09,0.46,0.42,5.25,57.43,116.21
-1,0.09,0.34,-46.75,133.97,128.78
-4,4,-0.39,103.82,43.27,-447.39
-4,4,-1.2,36.38,-30.09,-1058.35
-4,4,-3.62,353.45,19.78,-1527.04
-4,4,-1.79,-140.08,-20.32,-1343.99
-4,-0.27,0.53,-84.59,-292.24,-975.16
-4,-1.07,0.39,21.06,-119.08,-323.36
-2.59,-0.41,0.23,55.24,17.76,-114.44
-1.48,0.08,0.29,4.94,88.99,-42.85
-1.2,-0.39,0.64,-3.42,86.73,23.5
-0.98,-0.24,0.85,10.25,104.55,102.78
-4,4,-0.32,175.78,65.19,-243.29
-4,4,-1.32,87.34,211.18,-834.29
-4,4,-4,159.97,109.5,-1573.24
-4,4,-2.08,15.69,-200.38,-1495.91
-4,3.12,-0.68,-181.15,-163.94,-1166.5
-4,-1.57,1.87,-13.79,-96.68,-377.56
-3.23,-0.71,0.75,128.85,3.3,-108.83
-1.96,0.03,-0.01,85.45,43.76,16.91
-1.16,0.06,0.12,-43.27,74.89,85.39
-0.74,-0.4,0.41,-71.23,84.11,121.52
-3.51,4,-0.02,189.45,37.17,-164.61
-4,4,-1.34,203.06,199.65,-739.26
-4,4,-4,370.3,172.49,-1572.02
-4,4,-2.95,82.46,-50.35,-1611.08
-4,2.48,-1.45,-371.22,-189.27,-1146.42
-4,-1.03,1.99,-15.08,-308.29,-412.66
-3.38,0.04,0.6,123.9,2.56,-177.25
-1.78,0.06,0.23,-22.58,50.05,-19.17
-1.38,-0.81,0.83,-57.07,88.01,29.3
-0.96,-0.81,0.64,21.42,119.81,93.44
-3.24,4,0.32,60.3,64.76,-207.58
-4,4,-0.65,148.44,94.79,-681.76
-4,4,-3.54,316.59,58.17,-1502.32
-4,4,-4,336.43,-40.53,-1669.07
-4,3.19,-3.86,-351.44,-112.85,-1208.5
-4,0.42,1.62,-217.71,-378.6,-403.02
-3.14,0.4,-0.39,168.76,-72.51,-153.32
-1.63,0.64,-0.1,-11.54,-130.07,-53.34
-1.56,-0.24,0.72,-5.31,38.76,-45.04
-1.47,-0.55,0.36,43.33,72.45,5.86
-3.35,4,0.28,142.58,148.62,-191.83
-4,4,-0.41,63.72,154.79,-506.35
-4,4,-1.27,37.72,-7.93,-1082.15
-4,4,-1.4,141.6,-34.36,-1709.84
-4,4,-1.35,-55.24,-58.78,-1534.55
-4,2.01,1,-356.08,-194.03,-934.69
-4,-0.12,1.34,34.06,-112.43,-390.75
-2.96,-0.58,-0.09,110.78,-67.87,-156.31
-1.63,-0.13,0.31,2.62,-33.45,-1.22
-1.26,-0.13,0.08,37.78,60.97,35.4
-3.26,4,-0.23,244.63,97.23,-238.04
-4,4,-0.06,92.96,124.39,-622.44
-4,4,-1.24,132.75,144.9,-1399.11
-4,4,-1.75,313.96,138.73,-1683.9
-4,4,-1.37,-427.43,-9.28,-1051.82
-4,0.5,0.91,-179.08,-260.62,-667.72
-3.72,-0.34,1.04,101.93,-93.81,-270.87
-2.48,-0.61,0.75,44.8,15.69,-123.47
-1.73,-0.32,0.67,10.86,61.34,-5.68
-1.32,-0.09,0.49,25.94,88.01,78.67
-2.64,4,-0.77,194.95,93.99,-143.98
-4,4,-1.06,200.74,78.49,-513.85
-4,4,-2.28,298.4,92.29,-1108.83
-4,4,-4,396.06,25.33,-1569.89
-4,2.91,-2.23,-341.49,-94.91,-1167.48
-4,-0.71,1.76,-35.83,-247.25,-640.75
-4,-0.4,0.69,111.88,-91.8,-262.76
-2.36,0.16,0.17,40.22,37.41,-99.73
-1.36,-0.21,0.16,57.37,8.91,-51.94
-1.21,-0.76,0.45,-77.33,72.69,-0.43
-3.81,3.64,-0.25,125.79,92.22,-295.72
-4,4,-0.07,116.21,33.26,-669.74
-4,4,-0.84,95.95,37.9,-1391.72
-4,4,-1.22,111.94,42.6,-1535.16
-4,2.55,-0.82,-396.42,-28.81,-1111.21
-4,-0.85,2.27,-310.85,-254.88,-593.69
-3.36,-0.54,1.5,83.5,-94.24,-211.49
-2.23,-0.49,0.73,68.18,33.39,-72.39
-1.25,-0.03,0.67,23.99,21.06,41.2
-0.99,-0.23,0.72,10.93,63.78,69.52
-3.51,4,-0.27,168.64,80.26,-206.85
-4,4,-0.97,110.29,76.66,-664.25
-4,4,-1.9,294.8,127.62,-1297.73
-4,4,-1.49,224.67,139.22,-1467.65
-4,4,-1.05,-235.41,57.07,-1134.52
-4,1.65,0.43,-214.05,-216.37,-787.05
-4,-0.21,1.3,-4.58,-149.96,-369.81
-2.75,-0.69,0.45,-4.27,-9.52,-227.17
-2.02,-0.83,0.67,-66.65,9.03,-109.01
-1.51,-0.62,0.93,-37.17,37.6,8.85
-2.57,4,-0.69,128.66,13.31,-241.58
-4,4,-2.86,439.27,183.11,-448.67
-4,4,-3.77,415.89,22.71,-996.77
-4,4,-2.98,17.7,-9.16,-1282.78
-4,1.46,-2.16,78.67,-166.81,-1104.8
-4,-2.32,1.13,-204.16,-297.61,-795.04
-3.86,-1.59,1.27,80.14,-95.15,-199.28
-2.28,-0.72,-0.14,146.24,-29.3,-60.91
-1.25,-0.06,0.05,41.2,-15.14,26
-0.97,-0.31,0.38,-72.69,60.24,65.55
-3.56,4,0.16,181.27,70.56,-199.46
-4,4,-0.08,163.51,132.57,-516.17
-4,4,-2.71,442.02,299.68,-986.02
-4,4,-3.29,-10.31,283.75,-1422.42
-4,2.16,-1.43,-28.5,-126.22,-1180.11
-4,-0.43,-0.26,183.04,-145.32,-744.14
-4,-1.17,0.74,-9.89,28.02,-367.49
-2.69,-1.22,-0.33,143.92,70.5,-184.63
-1.87,-0.81,-0.03,69.46,23.74,-24.35
-1.22,-0.48,0.78,-30.46,65.31,54.08
-2.85,4,-0.4,270.94,112.73,-101.14
-4,4,-1.74,288.33,232.24,-518.19
-4,4,-4,397.03,107.06,-1222.72
-4,4,-3.72,363.71,66.22,-1448.24
-4,3.51,-3.84,-72.57,26.73,-983.52
-4,-0.99,1.17,-242.07,-252.62,-749.94
-4,-1.59,1.47,138.06,-167.42,-355.16
-2.99,-1.1,0.57,6.71,50.72,-117.92
-1.82,-0.7,0.58,38.7,47.97,-10.5
-1.41,-0.56,0.3,37.66,23.74,54.14
-3.19,4,-0.09,208.8,115.3,-79.9
-4,4,-0.23,190,181.76,-467.71
-4,4,-2.92,267.76,253.97,-1106.63
-4,4,-3.99,390.81,273.68,-1465.21
-4,3.08,-2.34,-174.93,79.47,-1239.93
-4,-1.79,0.97,-120.54,-236.63,-818.6
-4,-2.15,0.54,314.88,-26,-240.97
-2.32,-1.43,-0.28,86.61,76.11,-18.8
-1.38,-0.57,-0.07,16.48,47.49,109.07
-1.04,-0.04,0.12,-9.03,45.53,152.1
-2.73,4,-0.52,201.6,115.23,-127.62
-4,4,-1.54,278.93,258,-425.54
-4,4,-3.94,338.26,222.78,-1156.86
-4,4,-3.65,365.11,26.79,-1350.28
-4,4,-3.11,96.56,79.59,-1137.33
-4,-0.18,-0.56,-112.49,-197.75,-896
-4,-1.76,0.33,23.86,-63.96,-376.77
-2.81,-1.39,0.44,35.22,-24.66,-143.31
-1.8,-0.72,0.59,39,29.97,8.24
-1.37,-0.48,0.51,1.71,61.52,60.85
